batter,match_id,date,match_format,batting_team,bowling_team,venue,runs_scored,balls_faced,boundaries,batting_position,career_runs_avg,career_balls_faced,career_total_runs,career_strike_rate,career_matches,ema_form,recent_form_5,form_momentum,consistency,scored_50,career_50_rate,career_boundary_rate,quick_out,career_quick_out_rate,venue_avg_runs,is_t20,is_odi,opp_attack_hist_runs,opp_attack_hist_balls,opp_attack_hist_dismiss,opp_attack_hist_sr
A Kamboj,1448352,2025-07-23,Test,India,England,"Old Trafford, Manchester",0,3,0,9,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0
A Kumble,419162,2010-04-21,IPL,Royal Challengers Bangalore,Mumbai Indians,Dr DY Patil Sports Academy,1,3,0,11,2.4285714285714284,46.0,34.0,73.91304347826086,14,1.6675376277484588,1.2,-0.8218916905287696,0.4962462209959457,0,0.0,0.06521739130434782,1,1.0,0.0,1,0,0.0,0.0,0.0,0.0
A Manohar,1473503,2025-05-23,IPL,Sunrisers Hyderabad,Royal Challengers Bengaluru,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",12,12,1,7,14.736842105263158,231.0,280.0,121.21212121212122,19,16.601466869829153,11.4,9.174581435576584,0.43195950426899793,0,0.0,0.15584415584415584,0,0.47368421052631576,3.0,1,0,8.0,6.0,1.0,133.33333333333331
A Martin,536929,2011-11-29,ODI,West Indies,India,Barabati Stadium,3,8,0,11,1.0,4.0,2.0,50.0,2,0.8235294117647058,1.0,-0.280701754385965,0.03225806451612903,0,0.0,0.0,1,1.0,0.0,0,1,0.0,0.0,0.0,0.0
A McGrath,65034,2004-09-05,ODI,England,India,Lord's,2,8,0,5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,1,0.0,0.0,0,1,0.0,0.0,0.0,0.0
A Mhatre,1473504,2025-05-25,IPL,Chennai Super Kings,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",34,18,6,1,34.333333333333336,113.0,206.0,182.3008849557522,6,35.37443942376673,34.8,0.9330887062485402,0.5067210849106314,0,0.16666666666666666,0.3185840707964602,0,0.3333333333333333,0.0,1,0,0.0,0.0,0.0,0.0
A Mishra,1359517,2023-05-01,IPL,Lucknow Super Giants,Royal Challengers Bangalore,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",19,30,2,9,6.703703703703703,410.0,362.0,88.29268292682927,54,5.20422107564965,4.4,-0.906741670935383,0.6329746738851251,0,0.0,0.08292682926829269,0,0.6851851851851852,0.0,1,0,5.0,10.0,0.0,50.0
A Mithun,598057,2013-05-12,IPL,Royal Challengers Bangalore,Kolkata Knight Riders,JSCA International Stadium Complex,2,2,0,9,6.4,24.0,32.0,133.33333333333331,5,7.984025098265479,6.4,2.321799223462186,0.5929672310846879,0,0.0,0.20833333333333334,1,0.6,0.0,1,0,6.0,1.0,0.0,600.0
A Mukund,1109602,2017-07-26,Test,India,Sri Lanka,Galle International Stadium,93,143,10,2,42.07692307692308,1267.0,547.0,43.17284925019732,13,43.764999241643395,26.2,13.525541923958343,0.5800305100693697,1,0.38461538461538464,0.04419889502762431,0,0.0,93.0,0,0,0.0,0.0,0.0,0.0
A Nehra,980983,2016-05-12,IPL,Sunrisers Hyderabad,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",1,1,0,9,2.5,62.0,40.0,64.51612903225806,16,0.5660492764496994,0.2,-1.6679550865831179,0.31778173938308985,0,0.0,0.06451612903225806,1,0.9375,0.5,1,0,0.0,0.0,0.0,0.0
A Nel,293077,2007-06-29,ODI,South Africa,India,"Civil Service Cricket Club, Stormont",1,3,0,8,11.0,14.0,22.0,157.14285714285714,2,9.058823529411764,11.0,-3.0877192982456156,0.03225806451612903,0,0.0,0.21428571428571427,1,0.5,0.0,0,1,10.0,9.0,0.0,111.11111111111111
A Nortje,1479578,2025-12-14,T20,South Africa,India,"Himachal Pradesh Cricket Association Stadium, Dharamsala",12,12,1,9,1.0,12.0,5.0,41.66666666666667,5,1.0901157549313043,1.0,0.05919269370711322,0.585786437626905,0,0.0,0.0,0,1.0,0.0,1,0,1.0,2.0,1.0,50.0
A Phillip,1479570,2025-10-10,Test,West Indies,India,"Arun Jaitley Stadium, Delhi",26,103,2,10,26.0,103.0,26.0,25.24271844660194,1,26.0,26.0,0.0,0.03225806451612903,0,0.0,0.019417475728155338,0,0.0,26.0,0,0,0.0,0.0,0.0,0.0
A Raghuvanshi,1473505,2025-05-25,IPL,Kolkata Knight Riders,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",14,19,1,4,26.41176470588235,307.0,449.0,146.2540716612378,17,25.46372097878158,30.6,-6.316234438324141,0.6376890585898629,0,0.11764705882352941,0.1986970684039088,0,0.23529411764705882,44.0,1,0,0.0,0.0,0.0,0.0
A Shahzad,433568,2011-02-27,ODI,England,India,M Chinnaswamy Stadium,6,2,1,10,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,1,0.0,0.0,0,1,0.0,0.0,0.0,0.0
A Sharafu,1496921,2025-09-10,T20,United Arab Emirates,India,Dubai International Cricket Stadium,22,18,4,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0.0,0.0
A Simelane,1449304,2024-11-15,T20,South Africa,India,"The Wanderers Stadium, Johannesburg",2,5,0,7,6.0,17.0,18.0,105.88235294117648,3,5.863013698630137,6.0,-0.24881391671059738,0.8571428571428571,0,0.0,0.11764705882352941,1,0.6666666666666666,0.0,1,0,10.0,11.0,2.0,90.9090909090909
A Singh,548317,2012-04-11,IPL,Rajasthan Royals,Mumbai Indians,Wankhede Stadium,0,3,0,9,0.5,7.0,2.0,28.57142857142857,4,0.5882352941176471,0.5,0.14035087719298245,0.4641016151377546,0,0.0,0.0,1,1.0,0.0,1,0,0.0,0.0,0.0,0.0
A Symonds,501256,2011-05-14,IPL,Mumbai Indians,Deccan Chargers,Wankhede Stadium,8,19,0,5,27.6,762.0,966.0,126.77165354330708,35,10.195401121175902,7.2,-11.67740022614532,0.5201524046885151,0,0.17142857142857143,0.15091863517060367,0,0.22857142857142856,11.0,1,0,171.0,194.0,7.0,88.14432989690721
A Tomar,1304112,2022-05-18,IPL,Kolkata Knight Riders,Lucknow Super Giants,"Dr DY Patil Sports Academy, Mumbai",4,8,1,3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,1,0.0,0.0,1,0,0.0,0.0,0.0,0.0
A Uniyal,419111,2010-03-15,IPL,Rajasthan Royals,Delhi Daredevils,"Sardar Patel Stadium, Motera",4,6,0,8,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,1,1.0,0.0,1,0,0.0,0.0,0.0,0.0
A Zampa,1478910,2025-11-06,T20,Australia,India,Carrara Oval,0,1,0,11,2.5,6.0,5.0,83.33333333333334,2,2.235294117647059,2.5,-0.42105263157894735,0.03225806451612903,0,0.0,0.16666666666666666,1,1.0,0.0,1,0,0.0,0.0,0.0,0.0
AA Bilakhia,419141,2010-04-05,IPL,Deccan Chargers,Rajasthan Royals,"Vidarbha Cricket Association Stadium, Jamtha",2,4,0,7,11.166666666666666,84.0,67.0,79.76190476190477,6,9.683914904612791,11.0,-2.1442080933244263,0.6018600945104933,0,0.0,0.05952380952380952,1,0.3333333333333333,0.0,1,0,0.0,0.0,0.0,0.0
AA Chavan,548349,2012-05-01,IPL,Rajasthan Royals,Delhi Daredevils,Sawai Mansingh Stadium,7,6,1,8,2.5,5.0,5.0,100.0,2,2.7647058823529416,2.5,0.4210526315789469,0.03225806451612903,0,0.0,0.2,1,1.0,0.0,1,0,0.0,0.0,0.0,0.0
AA Jhunjhunwala,548359,2012-05-08,IPL,Deccan Chargers,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",19,20,1,6,14.142857142857142,198.0,198.0,100.0,14,5.653709539832851,5.6,-7.7949536963916835,0.5458064598464704,0,0.07142857142857142,0.11616161616161616,0,0.42857142857142855,0.0,1,0,0.0,0.0,0.0,0.0
AA Kulkarni,1426292,2024-05-05,IPL,Lucknow Super Giants,Kolkata Knight Riders,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",9,7,2,1,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,1,1.0,0.0,1,0,0.0,0.0,0.0,0.0
AA Noffke,335982,2008-04-18,IPL,Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,9,12,1,7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0.0,0.0
AAP Atkinson,1448353,2025-07-31,Test,England,India,"Kennington Oval, London",28,45,3,9,28.0,45.0,28.0,62.22222222222222,1,28.0,28.0,0.0,0.03225806451612903,0,0.0,0.06666666666666667,0,0.0,28.0,0,0,0.0,0.0,0.0,0.0
AB Agarkar,598059,2013-04-23,IPL,Delhi Daredevils,Kings XI Punjab,Feroz Shah Kotla,9,9,0,9,10.0,151.0,170.0,112.58278145695364,17,7.508193213079323,6.6,-4.098839052972481,0.5002797036719484,0,0.0,0.11920529801324503,1,0.6470588235294118,10.0,1,0,2.0,4.0,0.0,50.0
AB Barath,536930,2011-12-02,ODI,West Indies,India,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,9,0,1,17.0,61.0,34.0,55.73770491803278,2,17.0,17.0,0.0,0.03225806451612903,0,0.0,0.06557377049180328,1,0.0,0.0,0,1,34.0,40.0,2.0,85.0
AB Dinda,1082599,2017-04-11,IPL,Rising Pune Supergiant,Delhi Daredevils,Maharashtra Cricket Association Stadium,7,8,1,10,1.2666666666666666,42.0,19.0,45.23809523809524,15,1.888682554451371,2.4,0.4481326158663641,0.4489816866996427,0,0.0,0.023809523809523808,1,1.0,0.0,1,0,0.0,1.0,1.0,0.0
AB McDonald,598017,2013-04-16,IPL,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,0,2,0,5,15.375,101.0,123.0,121.78217821782178,8,14.22558408350154,17.6,-3.1197480868485226,0.5845447295565098,0,0.0,0.12871287128712872,1,0.375,19.0,1,0,0.0,0.0,0.0,0.0
AB de Villiers,1254115,2021-10-11,IPL,Royal Challengers Bangalore,Kolkata Knight Riders,Sharjah Cricket Stadium,11,9,1,5,30.894736842105264,3542.0,5283.0,149.15302089215132,171,19.615145910682823,16.6,-2.616406963548428,0.4456143424310481,0,0.26900584795321636,0.1922642574816488,0,0.25146198830409355,24.166666666666668,1,0,59.0,45.0,3.0,131.11111111111111
AC Agar,1348658,2023-03-22,ODI,Australia,India,"MA Chidambaram Stadium, Chepauk, Chennai",17,21,1,9,14.6,74.0,73.0,98.64864864864865,5,18.404312862861055,14.6,5.294718077702619,0.5556663695928646,0,0.0,0.08108108108108109,0,0.4,0.0,0,1,8.0,10.0,1.0,80.0
AC Blizzard,548342,2012-04-27,IPL,Mumbai Indians,Delhi Daredevils,Feroz Shah Kotla,0,3,0,1,20.0,88.0,120.0,136.36363636363635,6,20.817266597986517,22.8,0.007074171377919214,0.5043238228103182,0,0.16666666666666666,0.26136363636363635,1,0.3333333333333333,0.0,1,0,1.0,4.0,0.0,25.0
AC Botha,356001,2009-06-10,T20,Ireland,India,Trent Bridge,8,5,1,4,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,1,0.0,0.0,1,0,0.0,0.0,0.0,0.0
AC Evans,1273748,2021-11-05,T20,Scotland,India,Dubai International Cricket Stadium,0,1,0,9,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,1,0.0,0.0,1,0,0.0,0.0,0.0,0.0
AC Gilchrist,598066,2013-05-18,IPL,Kings XI Punjab,Mumbai Indians,Himachal Pradesh Cricket Association Stadium,5,7,1,1,26.126582278481013,1548.0,2064.0,133.33333333333331,79,42.311002650475984,44.4,19.933208041362757,0.50833547898515,0,0.16455696202531644,0.2131782945736434,1,0.2911392405063291,41.42857142857143,1,0,0.0,0.0,0.0,0.0
AC Thomas,548362,2012-05-11,IPL,Pune Warriors,Royal Challengers Bangalore,Subrata Roy Sahara Stadium,7,6,1,9,4.333333333333333,13.0,13.0,100.0,3,5.799086757990867,4.333333333333333,2.3827095413811286,0.3942382461769406,0,0.0,0.07692307692307693,1,0.6666666666666666,12.0,1,0,0.0,0.0,0.0,0.0
AC Voges,647261,2013-11-02,ODI,Australia,India,M Chinnaswamy Stadium,4,14,0,5,24.88888888888889,271.0,224.0,82.65682656826569,9,31.44815920649222,29.0,7.8301870930403155,0.5126415817978589,0,0.1111111111111111,0.07380073800738007,0,0.1111111111111111,0.0,0,1,96.0,133.0,4.0,72.18045112781954
AD Hales,1298178,2022-11-10,T20,England,India,Adelaide Oval,86,47,11,2,27.22222222222222,202.0,245.0,121.28712871287128,9,33.963140410615814,35.6,5.3074032908346105,0.5406481400902476,1,0.2222222222222222,0.15841584158415842,0,0.2222222222222222,0.0,1,0,156.0,174.0,2.0,89.65517241379311
AD Mascarenhas,598021,2013-04-19,IPL,Kings XI Punjab,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",5,5,0,9,7.4,74.0,74.0,100.0,10,5.878597189384201,5.2,-0.9457498694826603,0.48894964960367016,0,0.0,0.08108108108108109,1,0.9,0.0,1,0,0.0,0.0,0.0,0.0
AD Mathews,1384424,2023-11-02,ODI,Sri Lanka,India,"Wankhede Stadium, Mumbai",12,27,1,6,37.648648648648646,1678.0,1393.0,83.01549463647198,37,68.0472528787291,64.2,27.112121707980776,0.5783739232231935,0,0.2972972972972973,0.08283671036948749,0,0.08108108108108109,0.0,0,1,189.0,314.0,5.0,60.19108280254777
AD Nath,1178417,2019-04-24,IPL,Royal Challengers Bangalore,Kings XI Punjab,M.Chinnaswamy Stadium,3,7,0,5,9.666666666666666,92.0,87.0,94.56521739130434,9,13.822089555855811,13.4,6.257273899834084,0.5433548939136496,0,0.0,0.09782608695652174,1,0.4444444444444444,21.5,1,0,0.0,0.0,0.0,0.0
AD Russell,1473505,2025-05-25,IPL,Kolkata Knight Riders,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",0,1,0,6,23.86842105263158,1657.0,2721.0,164.21243210621606,114,30.595010249738056,30.0,15.597059173208258,0.5230105771745106,0,0.11403508771929824,0.2540736270368135,1,0.2982456140350877,27.5,1,0,0.0,0.0,0.0,0.0
ADS Fletcher,1041617,2016-08-28,T20,West Indies,India,Central Broward Regional Park Stadium Turf Ground,3,9,0,5,5.5,20.0,11.0,55.00000000000001,2,6.470588235294118,5.5,1.5438596491228065,0.03225806451612903,0,0.0,0.05,1,0.5,0.0,1,0,9.0,5.0,0.0,180.0
AF Giles,65034,2004-09-05,ODI,England,India,Lord's,39,63,3,8,2.0,2.0,2.0,100.0,1,2.0,2.0,0.0,0.03225806451612903,0,0.0,0.0,0,1.0,0.0,0,1,11.0,44.0,0.0,25.0
AF Milne,1322277,2022-11-22,T20,New Zealand,India,"McLean Park, Napier",0,1,0,7,6.0,16.0,18.0,112.5,3,6.095890410958904,6.0,0.10964681075382199,0.8571428571428571,0,0.0,0.125,1,1.0,0.0,1,0,0.0,1.0,0.0,0.0
AG Cremer,1007657,2016-06-20,T20,Zimbabwe,India,Harare Sports Club,4,6,0,8,4.333333333333333,20.0,13.0,65.0,3,3.8401826484018264,4.333333333333333,-0.5946230890880337,0.4900528828637769,0,0.0,0.0,1,0.6666666666666666,9.11111111111111,1,0,25.0,38.0,3.0,65.78947368421053
AG Murtaza,598027,2013-04-23,IPL,Pune Warriors,Royal Challengers Bangalore,M Chinnaswamy Stadium,5,4,1,9,2.5,10.0,5.0,50.0,2,2.588235294117647,2.5,0.14035087719298245,0.03225806451612903,0,0.0,0.0,1,1.0,0.0,1,0,0.0,0.0,0.0,0.0
AG Paunikar,501214,2011-04-17,IPL,Rajasthan Royals,Kolkata Knight Riders,Eden Gardens,15,15,2,1,8.5,46.0,34.0,73.91304347826086,4,8.803789972364784,8.5,0.1637685373655149,0.4998559077690129,0,0.0,0.15217391304347827,0,0.5,0.0,1,0,5.0,14.0,1.0,35.714285714285715
AG Prince,463148,2011-01-02,Test,South Africa,India,Newlands,69,135,8,7,56.88235294117647,2528.0,967.0,38.25158227848101,17,48.00113477341848,44.2,9.379726106767045,0.5992463057420041,1,0.5294117647058824,0.03639240506329114,0,0.11764705882352941,65.66666666666667,0,0,266.0,678.0,10.0,39.233038348082594
AG Wharf,65034,2004-09-05,ODI,England,India,Lord's,9,16,1,9,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,0,0.0,0.0,0,1,0.0,0.0,0.0,0.0
AGS Gous,1512721,2026-02-07,T20,United States of America,India,"Wankhede Stadium, Mumbai",6,10,1,1,2.0,6.0,2.0,33.33333333333333,1,2.0,2.0,0.0,0.03225806451612903,0,0.0,0.0,1,1.0,0.0,1,0,2.0,6.0,1.0,33.33333333333333
AJ Bichel,65649,2004-01-22,ODI,Australia,India,Sydney Cricket Ground,2,2,0,9,5.333333333333333,30.0,16.0,53.333333333333336,3,3.9086757990867573,5.333333333333333,-2.028465998945704,0.4154046532841692,0,0.0,0.03333333333333333,1,0.6666666666666666,0.0,0,1,1.0,8.0,4.0,12.5
AJ Burger,65257,2003-02-23,ODI,Namibia,India,"City Oval, Pietermaritzburg",29,31,5,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,0,0.0,0.0,0,1,0.0,0.0,0.0,0.0
AJ Finch,1327505,2022-09-25,T20,Australia,India,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",7,6,1,2,29.0,367.0,493.0,134.33242506811987,17,20.919477732200228,19.2,0.027772269659052995,0.5304455711642688,0,0.11764705882352941,0.19618528610354224,1,0.29411764705882354,0.0,1,0,318.0,404.0,9.0,78.71287128712872
AJ Hall,293078,2007-07-01,ODI,South Africa,India,"Civil Service Cricket Club, Stormont",1,2,0,8,21.2,101.0,106.0,104.95049504950495,5,19.739064584760733,21.2,-2.526336353202609,0.5131040374702079,0,0.2,0.12871287128712872,1,0.2,16.5,0,1,20.0,30.0,0.0,66.66666666666666
AJ Hosein,1381220,2023-08-12,T20,West Indies,India,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",5,2,1,10,10.0,49.0,40.0,81.63265306122449,4,10.62771417291749,10.0,1.318367742560822,0.6512907287752799,0,0.0,0.08163265306122448,1,0.25,3.0,1,0,6.0,8.0,1.0,75.0
AJ Ireland,217979,2005-09-04,ODI,Zimbabwe,India,Harare Sports Club,1,1,0,10,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,1,0.0,0.0,0,1,0.0,0.0,0.0,0.0
AJ McKay,464533,2010-11-20,Test,New Zealand,India,"Vidarbha Cricket Association Stadium, Jamtha",25,55,3,10,25.0,55.0,25.0,45.45454545454545,1,25.0,25.0,0.0,0.03225806451612903,0,0.0,0.05454545454545454,0,0.0,25.0,0,0,0.0,0.0,0.0,0.0
AJ Stewart,65262,2003-02-26,ODI,England,India,"Kingsmead, Durban",0,1,0,5,28.0,35.0,28.0,80.0,1,28.0,28.0,0.0,0.03225806451612903,0,0.0,0.05714285714285714,1,0.0,0.0,0,1,0.0,0.0,0.0,0.0
AJ Strauss,474475,2011-08-18,Test,England,India,Kennington Oval,40,106,5,1,75.10526315789474,3478.0,1427.0,41.02932719953996,19,66.363253490656,58.2,-4.474439354197415,0.5099564631534601,0,0.5789473684210527,0.04974123059229442,0,0.0,26.0,0,0,263.0,573.0,4.0,45.89877835951135
AJ Turner,1426292,2024-05-05,IPL,Lucknow Super Giants,Kolkata Knight Riders,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",16,11,2,7,1.6,20.0,8.0,40.0,5,2.5603115646749126,1.6,1.474542746208884,0.41002796300395195,0,0.0,0.0,0,1.0,5.0,1,0,0.0,0.0,0.0,0.0
AJ Tye,1216500,2020-10-09,IPL,Rajasthan Royals,Delhi Capitals,Sharjah Cricket Stadium,6,7,1,7,7.083333333333333,72.0,85.0,118.05555555555556,12,2.5757064823821287,3.0,-4.311684736718433,0.41519703502801536,0,0.0,0.1388888888888889,1,0.75,0.0,1,0,13.0,4.0,0.0,325.0
AK Markram,1512761,2026-02-22,T20,South Africa,India,"Narendra Modi Stadium, Ahmedabad",4,7,0,1,23.357142857142858,254.0,327.0,128.74015748031496,14,23.96231724595449,23.6,0.7212764862490637,0.5095324996793207,0,0.14285714285714285,0.18110236220472442,1,0.35714285714285715,17.25,1,0,286.0,456.0,14.0,62.71929824561403
AL Menaria,598001,2013-04-06,IPL,Rajasthan Royals,Delhi Daredevils,Feroz Shah Kotla,1,2,0,6,18.181818181818183,365.0,400.0,109.58904109589041,22,18.428341198942977,19.8,0.7368567864583007,0.5994455987061826,0,0.0,0.11506849315068493,1,0.36363636363636365,0.0,1,0,5.0,5.0,0.0,100.0
AL Phehlukwayo,1387600,2023-12-17,ODI,South Africa,India,"The Wanderers Stadium, Johannesburg",33,51,5,6,14.88888888888889,182.0,134.0,73.62637362637363,9,13.378276243883096,15.4,-4.420969863024974,0.5097086055227783,0,0.0,0.07692307692307693,0,0.3333333333333333,0.0,0,1,33.0,48.0,3.0,68.75
AM Blignaut,219062,2005-09-13,Test,Zimbabwe,India,Queens Sports Club,30,73,4,8,30.0,73.0,30.0,41.0958904109589,1,30.0,30.0,0.0,0.03225806451612903,0,0.0,0.0547945205479452,0,0.0,30.0,0,0,10.0,10.0,1.0,100.0
AM Fernando,1442989,2024-07-30,T20,Sri Lanka,India,Pallekele International Cricket Stadium,1,1,0,8,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,1,1.0,0.0,1,0,0.0,0.0,0.0,0.0
AM Guruge,656439,2015-02-28,ODI,United Arab Emirates,India,Western Australia Cricket Association Ground,10,16,1,11,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,0,0.0,0.0,0,1,0.0,0.0,0.0,0.0
AM Hardie,1389395,2023-12-03,T20,Australia,India,"M Chinnaswamy Stadium, Bengaluru",6,10,1,4,12.0,23.0,24.0,104.34782608695652,2,11.294117647058824,12.0,-1.1228070175438596,0.03225806451612903,0,0.0,0.17391304347826086,1,0.5,0.0,1,0,20.0,16.0,1.0,125.0
AM Nayar,729305,2014-04-26,IPL,Rajasthan Royals,Royal Challengers Bangalore,Sheikh Zayed Stadium,11,18,1,4,13.489795918367347,570.0,661.0,115.96491228070175,49,8.81652309458328,8.8,0.7746570531081733,0.4345400668932248,0,0.0,0.12982456140350876,0,0.4489795918367347,4.0,1,0,0.0,0.0,0.0,0.0
AM Phangiso,903599,2015-10-22,ODI,South Africa,India,"MA Chidambaram Stadium, Chepauk",20,22,1,8,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,0,0.0,0.0,0,1,0.0,0.0,0.0,0.0
AM Rahane,1473505,2025-05-25,IPL,Kolkata Knight Riders,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",15,8,3,3,27.565934065934066,4125.0,5017.0,121.62424242424244,182,36.235147221738785,34.2,9.264915105298183,0.6566984300971863,0,0.19230769230769232,0.15393939393939393,0,0.25274725274725274,26.0,1,0,51.0,47.0,4.0,108.51063829787233
AN Ahmed,829737,2015-04-19,IPL,Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,1,1,0,9,7.0,26.0,35.0,134.6153846153846,5,5.984061158991742,7.0,-1.5507313618715042,0.5317365435651968,0,0.0,0.19230769230769232,1,0.8,4.0,1,0,0.0,0.0,0.0,0.0
AN Cook,1119553,2018-09-07,Test,England,India,Kennington Oval,218,478,22,1,79.13207547169812,9398.0,4194.0,44.62651628005958,53,89.15045827093968,73.6,57.15419964644133,0.4690179248724676,1,0.5849056603773585,0.052883592253670994,0,0.018867924528301886,80.28571428571429,0,0,597.0,1389.0,25.0,42.98056155507559
AN Ghosh,392221,2009-05-12,IPL,Kolkata Knight Riders,Royal Challengers Bangalore,SuperSport Park,7,7,1,3,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,1,1.0,0.0,1,0,0.0,0.0,0.0,0.0
AN Kervezee,433582,2011-03-09,ODI,Netherlands,India,Feroz Shah Kotla,11,23,1,5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,0,0.0,0.0,0,1,0.0,0.0,0.0,0.0
AN Petersen,648667,2013-12-26,Test,South Africa,India,Kingsmead,93,137,14,1,79.2,1443.0,792.0,54.88565488565489,10,82.11619735662457,74.6,10.468804070266316,0.718686272526894,1,0.8,0.07484407484407485,0,0.0,64.33333333333333,0,0,215.0,435.0,6.0,49.42528735632184
AP Devcich,1030225,2016-10-26,ODI,New Zealand,India,JSCA International Stadium Complex,11,11,0,7,7.0,6.0,7.0,116.66666666666667,1,7.0,7.0,0.0,0.03225806451612903,0,0.0,0.0,0,1.0,0.0,0,1,0.0,0.0,0.0,0.0
AP Dole,419150,2010-04-11,IPL,Rajasthan Royals,Mumbai Indians,Sawai Mansingh Stadium,30,19,3,9,4.0,4.0,4.0,100.0,1,4.0,4.0,0.0,0.03225806451612903,0,0.0,0.25,0,1.0,0.0,1,0,0.0,0.0,0.0,0.0
AP Majumdar,548375,2012-05-19,IPL,Pune Warriors,Kolkata Knight Riders,Subrata Roy Sahara Stadium,17,22,0,5,23.333333333333332,55.0,70.0,127.27272727272727,3,20.730593607305934,23.333333333333332,-4.297311544544019,0.652563280688752,0,0.0,0.16363636363636364,0,0.3333333333333333,30.5,1,0,0.0,0.0,0.0,0.0
AP Tare,1082614,2017-04-22,IPL,Delhi Daredevils,Mumbai Indians,Wankhede Stadium,0,1,0,1,13.038461538461538,284.0,339.0,119.36619718309859,26,6.58418768234941,6.6,-3.2689940352091726,0.5030576367236669,0,0.038461538461538464,0.1795774647887324,1,0.46153846153846156,18.5,1,0,0.0,0.0,0.0,0.0
AR Adams,64817,2003-01-08,ODI,New Zealand,India,"Westpac Stadium, Wellington",35,27,6,8,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,0,0.0,0.0,0,1,0.0,0.0,0.0,0.0
AR Bawne,1082622,2017-04-28,IPL,Delhi Daredevils,Kolkata Knight Riders,Eden Gardens,12,12,1,7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0.0,0.0
AR Berenger,656439,2015-02-28,ODI,United Arab Emirates,India,Western Australia Cricket Association Ground,4,9,1,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,1,0.0,0.0,0,1,0.0,0.0,0.0,0.0
AR Caddick,65262,2003-02-26,ODI,England,India,"Kingsmead, Durban",13,41,1,9,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,0,0.0,0.0,0,1,0.0,0.0,0.0,0.0
AR Cusack,656465,2015-03-10,ODI,Ireland,India,Seddon Park,11,14,1,11,24.0,30.0,24.0,80.0,1,24.0,24.0,0.0,0.03225806451612903,0,0.0,0.1,0,0.0,0.0,0,1,0.0,0.0,0.0,0.0
