venue,is_t20,is_odi,v_pp_runs,v_pp_wkts,v_pp_rr,v_mo_runs,v_mo_wkts,v_mo_rr,v_do_runs,v_do_wkts,v_do_rr,v_boundary_pct,v_dot_pct
"Arun Jaitley Stadium, Delhi",1,0,74.64,1.6,9.576248830839331,107.24,2.72,8.83406959928557,71.84,3.32,11.076937797453928,0.54683999497912,0.3624890812066466
Bangabandhu National Stadium,0,0,40.0,2.0,3.3333333333333335,50.0,6.0,2.727272727272727,278.0,12.0,3.2325581395348832,0.5434782608695652,0.7707736389684814
Bangabandhu National Stadium,0,1,40.0,0.0,3.3333333333333335,174.0,2.0,9.321428571428571,482.0,8.0,6.725581395348838,0.4942528735632184,0.44299674267100975
Barabati Stadium,0,1,63.333333333333336,1.6666666666666667,5.002535227535227,90.66666666666667,1.6666666666666667,4.980242905242905,439.0,9.666666666666666,6.243166452747764,0.47414591509841003,0.5017858796012492
Barabati Stadium,1,0,61.55555555555556,2.4444444444444446,6.847107633949739,94.11111111111111,3.4444444444444446,7.637626124407733,65.44444444444444,3.111111111111111,9.516578817907092,0.4741470020408797,0.37094137864645355
"Barabati Stadium, Cuttack",0,1,72.0,1.0,5.743954480796586,91.0,1.0,5.001010101010101,387.0,17.0,5.4478783202909735,0.42035729567821994,0.48558312548378774
"Barabati Stadium, Cuttack",1,0,123.0,4.5,6.738738738738739,214.5,10.5,7.3965517241379315,147.0,3.0,9.483870967741936,0.4925868725868726,0.4263174603174603
Barsapara Cricket Stadium,0,1,52.0,2.0,4.333333333333333,118.0,2.0,6.321428571428571,474.0,12.0,6.6139534883720925,0.484472049689441,0.495114006514658
Barsapara Cricket Stadium,1,0,114.0,12.0,6.333333333333334,141.0,9.0,5.035714285714286,99.0,9.0,6.0,0.3728813559322034,0.512
"Barsapara Cricket Stadium, Guwahati",0,0,24.0,0.0,2.0,70.0,0.0,3.888888888888889,884.0,20.0,3.226277372262774,0.47443762781186094,0.7291666666666666
"Barsapara Cricket Stadium, Guwahati",0,1,84.0,0.0,7.0,120.0,0.0,6.545454545454545,542.0,14.0,7.598130841121495,0.4932975871313673,0.38688524590163936
"Barsapara Cricket Stadium, Guwahati",1,0,88.75,2.25,8.777729090550014,145.0,4.25,8.242511320097528,104.875,3.625,10.01649005643313,0.5506802432343334,0.38248732054365747
Basin Reserve,0,0,40.0,2.0,3.3333333333333335,30.0,0.0,1.6666666666666667,260.0,18.0,2.4299065420560746,0.46060606060606063,0.8004866180048662
Bay Oval,0,1,57.333333333333336,1.3333333333333333,4.687134502923977,91.33333333333333,2.0,5.01058201058201,426.6666666666667,10.666666666666666,5.95714960550944,0.4239795350906462,0.4849625263953525
Bay Oval,1,0,159.0,3.0,8.594594594594595,192.0,3.0,7.111111111111111,138.0,6.0,8.903225806451612,0.44171779141104295,0.3770491803278688
"Bay Oval, Mount Maunganui",1,0,126.0,3.0,6.300000000000001,231.0,6.0,8.555555555555555,216.0,9.0,13.935483870967744,0.5654450261780105,0.416
"Beausejour Stadium, Gros Islet",0,1,86.0,2.0,6.972972972972972,92.0,2.0,5.111111111111111,194.0,10.0,7.864864864864865,0.4731182795698925,0.46060606060606063
"Beausejour Stadium, Gros Islet",1,0,132.0,4.5,6.985446985446986,223.5,1.5,7.918495297805643,168.0,9.0,10.726814516129032,0.4543835345339402,0.3414803149606299
Bellerive Oval,0,1,43.333333333333336,1.3333333333333333,3.4551920341394027,76.0,2.0,4.195959595959596,352.0,10.0,5.027307065506087,0.31397543331900873,0.5579392541330258
"Bellerive Oval, Hobart",1,0,129.0,6.0,7.166666666666666,261.0,9.0,9.666666666666668,168.0,3.0,11.2,0.6021505376344086,0.35833333333333334
Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,1,0,147.0,0.0,7.3500000000000005,240.0,3.0,8.421052631578947,198.0,3.0,12.375,0.4717948717948718,0.31007751937984496
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",0,1,47.0,1.0,3.916666666666667,73.0,4.0,3.863984674329502,358.0,8.0,5.919860937778571,0.41844232826502514,0.5619204777620619
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,0,57.17391304347826,1.4782608695652173,8.000356808137129,82.6086956521739,2.782608695652174,7.813715804010866,61.391304347826086,2.9130434782608696,9.77230688964663,0.45692536539208484,0.36122416350384645
"Boland Bank Park, Paarl",0,1,18.0,0.0,1.5,98.0,4.0,5.25,292.0,16.0,4.1913875598086126,0.27450980392156865,0.5813953488372093
"Boland Park, Paarl",0,1,71.33333333333333,1.3333333333333333,5.519568151147098,67.33333333333333,2.0,3.691582491582492,447.3333333333333,8.666666666666666,6.155125079946803,0.3733245440562514,0.480752054305109
Brabourne Stadium,0,0,62.0,0.0,4.894736842105263,84.0,0.0,4.666666666666667,640.0,20.0,3.983402489626556,0.539440203562341,0.6759581881533101
Brabourne Stadium,0,1,68.0,0.0,5.513513513513514,118.0,2.0,6.210526315789474,568.0,8.0,7.962616822429906,0.5305039787798409,0.4155844155844156
Brabourne Stadium,1,0,62.90909090909091,0.9090909090909091,8.217060867060868,79.9090909090909,2.909090909090909,7.572975137568438,66.45454545454545,2.8181818181818183,10.930202926278483,0.49386956912018626,0.36859061313494057
"Brabourne Stadium, Mumbai",1,0,56.35294117647059,1.411764705882353,9.016413603410507,74.11764705882354,2.4705882352941178,7.995381242214698,46.94117647058823,2.5294117647058822,8.99629781703953,0.534255680646313,0.41740548863073385
"Brian Lara Stadium, Tarouba, Trinidad",0,1,74.0,0.0,6.166666666666666,146.0,0.0,7.821428571428571,482.0,10.0,6.694444444444445,0.47863247863247865,0.4837662337662338
"Brian Lara Stadium, Tarouba, Trinidad",1,0,148.5,6.0,8.14864864864865,208.5,7.5,7.287561576354681,151.5,4.5,8.963636363636363,0.4673966796185094,0.3922551673228346
Brisbane Cricket Ground,0,0,30.0,2.0,2.3684210526315788,48.0,2.0,2.6666666666666665,660.0,16.0,3.2619439868204285,0.46612466124661245,0.7625178826895566
Brisbane Cricket Ground,0,1,53.0,0.0,4.250355618776672,103.0,3.0,5.549282296650718,402.0,7.0,5.620109546165884,0.2995923121723937,0.4367930594647017
"Brisbane Cricket Ground, Woolloongabba",0,0,34.0,0.0,2.833333333333333,90.0,2.0,5.0,692.0,18.0,3.635726795096322,0.49019607843137253,0.7140695915279879
"Brisbane Cricket Ground, Woolloongabba",0,1,45.6,0.8,3.6776671408250357,93.2,0.8,5.027995206300291,379.6,13.6,5.457482455877193,0.3089081128451049,0.5125209494199993
"Brisbane Cricket Ground, Woolloongabba",1,0,114.0,3.0,6.333333333333334,291.0,6.0,9.864406779661017,69.0,3.0,11.5,0.43037974683544306,0.38317757009345793
Buffalo Park,1,0,41.0,1.6666666666666667,6.304170369638919,56.333333333333336,1.6666666666666667,6.089314194577352,50.0,3.0,9.471774193548386,0.3983720256482752,0.4221401656885528
Captain Roop Singh Stadium,0,1,57.0,2.0,4.75,93.0,0.0,5.105050505050505,506.0,7.0,7.114691943127962,0.4368881717275439,0.4354982302998719
"Captain Roop Singh Stadium, Gwalior",0,1,38.0,2.0,3.0810810810810807,110.0,0.0,6.0,418.0,8.0,5.85981308411215,0.42402826855123676,0.5065359477124183
Carrara Oval,1,0,147.0,0.0,8.166666666666668,228.0,9.0,7.862068965517241,126.0,15.0,7.875,0.40718562874251496,0.38095238095238093
Central Broward Regional Park Stadium Turf Ground,1,0,163.0,5.0,8.553058321479375,232.0,4.0,8.263374344953291,112.0,11.0,7.134115347018572,0.46111343371259633,0.4470486216104707
"Central Broward Regional Park Stadium Turf Ground, Lauderhill",1,0,168.0,5.25,8.832816839395786,222.0,7.5,7.933424077434967,151.5,9.0,9.196941844919786,0.4817336412514727,0.3477208591159623
"City Oval, Pietermaritzburg",0,1,62.0,0.0,4.769230769230769,92.0,2.0,4.928571428571429,468.0,2.0,6.530232558139535,0.42443729903536975,0.4774193548387097
"Civil Service Cricket Club, Stormont",0,1,29.0,2.5,2.3659909909909906,64.0,3.0,3.3982005604663943,311.5,10.0,5.320857583653757,0.36185188775132876,0.6040227970025227
County Ground,0,1,46.0,0.0,3.72972972972973,92.0,0.0,4.677966101694915,520.0,14.0,7.090909090909092,0.5227963525835866,0.5063291139240507
County Ground,1,0,219.0,0.0,12.166666666666666,231.0,12.0,8.399999999999999,144.0,15.0,9.600000000000001,0.6262626262626263,0.4049586776859504
"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,0,180.0,3.0,9.72972972972973,306.0,9.0,11.127272727272727,129.0,3.0,8.6,0.5658536585365853,0.32786885245901637
"Darren Sammy National Cricket Stadium, Gros Islet",0,0,38.0,4.0,3.0810810810810807,80.0,0.0,4.444444444444445,588.0,16.0,2.5308464849354375,0.37393767705382436,0.7982233502538071
"Davies Park, Queenstown",0,1,34.0,0.0,2.55,76.0,2.0,3.8644067796610164,134.0,18.0,2.2458100558659218,0.36065573770491804,0.8129496402877698
De Beers Diamond Oval,1,0,42.666666666666664,1.3333333333333333,6.896001264422317,59.666666666666664,2.6666666666666665,6.585858585858586,55.666666666666664,2.3333333333333335,10.633040078201368,0.4237521514629948,0.393623086302669
Dr DY Patil Sports Academy,1,0,41.588235294117645,2.2941176470588234,6.627593227902826,57.1764705882353,2.5294117647058822,6.200250471339835,47.88235294117647,2.1176470588235294,9.051304862120801,0.4731178433572109,0.4671712843573854
"Dr DY Patil Sports Academy, Mumbai",1,0,45.95,1.55,7.3708465550570805,74.25,1.85,7.981780011680193,50.5,2.9,9.427926082679662,0.4891750119664865,0.4035847662779
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,0,43.0,2.0,3.5833333333333335,56.0,0.0,3.1111111111111107,858.0,15.0,3.6247558637495745,0.5070443500722386,0.7035843204007517
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,1,57.42857142857143,1.4285714285714286,4.585268785268785,99.71428571428571,2.0,5.439400991656631,435.14285714285717,10.571428571428571,6.165142264992539,0.4565325347850457,0.503537518231416
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,0,51.13333333333333,2.2666666666666666,6.616452079609974,75.53333333333333,3.1333333333333333,6.815667311783465,51.4,3.466666666666667,9.038385850919058,0.4584097541391371,0.4289696805198165
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",0,0,30.0,0.0,2.5,48.0,0.0,2.6666666666666665,714.0,20.0,3.67409948542024,0.494949494949495,0.6864784546805349
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",0,1,52.0,4.0,4.05,96.0,2.0,5.177922077922078,239.0,14.0,4.768945272960389,0.3954415954415954,0.571862389023406
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",1,0,110.85714285714286,1.2857142857142858,10.1467384677911,169.42857142857142,4.714285714285714,9.778775548821427,97.0,4.714285714285714,9.437583382802277,0.5628321696046162,0.3644357579537876
Dubai International Cricket Stadium,0,1,57.8,1.8,4.556771733118869,75.2,2.8,4.113860028860029,329.4,13.4,4.756139459216324,0.34260701024084195,0.5434503525651604
Dubai International Cricket Stadium,1,0,66.46428571428571,1.9821428571428572,7.352202657682439,91.69642857142857,4.160714285714286,7.016751397060119,65.39285714285714,3.5892857142857144,8.973371210946166,0.4444715758366473,0.3923814472134836
Eden Gardens,0,0,43.714285714285715,1.1428571428571428,3.578608683871842,64.28571428571429,2.857142857142857,3.543434343434343,521.7142857142857,15.428571428571429,3.186955319706359,0.5499996257241052,0.7646640416615836
Eden Gardens,0,1,56.666666666666664,0.3333333333333333,4.55988680988681,100.66666666666667,1.3333333333333333,5.491809701020228,447.0,14.0,6.257345254225847,0.4769840128101608,0.4973841233343996
Eden Gardens,1,0,47.35,1.5,7.2410742366984335,71.9875,2.6625,7.44204166016941,47.85,2.6625,8.978450704695367,0.4982106724629509,0.40887108614030315
"Eden Gardens, Kolkata",0,0,62.0,0.0,5.166666666666667,76.0,4.0,4.222222222222222,180.0,16.0,2.2222222222222223,0.4779874213836478,0.7687687687687688
"Eden Gardens, Kolkata",0,1,91.0,2.0,6.826059050064186,102.0,1.0,5.506168831168831,348.0,12.0,5.499821428571429,0.5213011841917534,0.5457735655737705
"Eden Gardens, Kolkata",1,0,76.21428571428571,1.75,8.85261386314018,103.82142857142857,4.285714285714286,8.158672887270189,85.64285714285714,2.7857142857142856,11.239877381264781,0.545634890849756,0.3953312908951986
Eden Park,0,0,32.0,0.0,2.6666666666666665,24.0,4.0,1.309090909090909,950.0,16.0,4.404945904173107,0.5646123260437376,0.7113821138211383
Eden Park,0,1,51.333333333333336,2.0,4.000805683732513,83.33333333333333,2.0,4.545454545454546,338.0,14.666666666666666,5.2280995234128556,0.4124397818946845,0.576059428176557
Eden Park,1,0,159.0,4.0,8.235992089650626,199.0,7.0,7.2183235867446385,135.0,7.0,8.551470588235295,0.4232636271047445,0.3541038279132791
"Eden Park, Auckland",0,1,46.0,0.0,3.72972972972973,90.0,0.0,4.909090909090909,476.0,14.0,6.611111111111111,0.49673202614379086,0.525974025974026
Edgbaston,0,0,54.0,1.0,4.5,43.0,1.0,2.388888888888889,414.0,18.0,3.44130407444668,0.544425087108014,0.7523060254855576
Edgbaston,0,1,51.111111111111114,1.5555555555555556,4.165815815815815,88.0,2.0,4.710573150046835,353.1111111111111,12.222222222222221,6.035684178871599,0.37963136597186864,0.515767321877061
Edgbaston,1,0,138.0,6.0,7.666666666666666,159.0,6.0,5.781818181818181,243.0,9.0,16.200000000000003,0.5111111111111111,0.38016528925619836
"Edgbaston, Birmingham",0,0,40.0,0.0,3.274774774774775,48.0,2.0,2.666666666666667,915.0,18.0,4.552818614430546,0.5173470056349102,0.6760683689456315
"Edgbaston, Birmingham",1,0,183.0,3.0,9.384615384615385,162.0,12.0,5.684210526315789,165.0,9.0,10.3125,0.49411764705882355,0.421875
Feroz Shah Kotla,0,0,21.333333333333332,0.6666666666666666,1.777777777777778,46.666666666666664,0.6666666666666666,2.5534151034151034,532.0,18.666666666666668,2.7160227821984457,0.4686735408251396,0.7767714133723368
Feroz Shah Kotla,0,1,48.285714285714285,1.7142857142857142,3.940323782429046,82.57142857142857,2.0,4.4698128550215666,306.2857142857143,13.714285714285714,4.523579559126513,0.397421915408419,0.5911754762903226
Feroz Shah Kotla,1,0,46.69491525423729,1.4576271186440677,7.5002450230371736,68.86440677966101,2.1864406779661016,7.487809861434164,47.86440677966102,2.406779661016949,9.17797714592572,0.49282414425834054,0.3893137818156303
Gaddafi Stadium,0,1,67.33333333333333,2.0,5.129487179487179,76.66666666666667,2.6666666666666665,4.174891774891775,438.6666666666667,11.333333333333334,6.038391644243107,0.41671406901782326,0.5045750239505418
Galle International Stadium,0,0,48.5,0.0,3.8993598862019914,81.0,2.5,4.454545454545455,686.5,16.5,4.1027778965390205,0.4964035807234272,0.6740944209613311
Green Park,0,0,38.0,0.0,3.127627627627628,64.66666666666667,0.6666666666666666,3.569023569023569,714.0,19.333333333333332,3.4674096061586224,0.4847195282039225,0.698301769439217
Green Park,0,1,55.333333333333336,1.0,4.432769814348762,94.33333333333333,2.0,5.173508898508898,412.3333333333333,9.666666666666666,5.754362139952229,0.41791936005682323,0.5135739702773305
Green Park,1,0,69.0,2.0,8.04561403508772,90.0,4.4,7.12285030758715,58.2,4.0,8.187450309547083,0.49389853956995744,0.40179858529250956
"Green Park, Kanpur",0,0,26.0,0.0,2.1666666666666665,58.0,4.0,3.2222222222222223,382.0,16.0,3.201117318435754,0.6866952789699571,0.7991071428571429
Greenfield International Stadium,0,1,20.0,4.0,1.5789473684210527,82.0,2.0,4.392857142857142,106.0,14.0,3.0576923076923075,0.38461538461538464,0.702020202020202
Greenfield International Stadium,1,0,138.0,7.5,7.369843527738265,160.5,6.0,8.75,57.0,4.5,3.454545454545455,0.408955223880597,0.396167627356286
"Greenfield International Stadium, Thiruvananthapuram",0,1,84.0,0.0,7.0,98.0,0.0,5.444444444444445,598.0,10.0,8.344186046511627,0.4717948717948718,0.3639344262295082
"Greenfield International Stadium, Thiruvananthapuram",1,0,161.0,8.0,8.24561403508772,254.0,2.0,8.976608187134504,197.0,7.0,11.651948051948052,0.5418842642862398,0.4076231060606061
Hagley Oval,0,0,60.0,2.0,5.0,58.0,0.0,3.2222222222222223,366.0,18.0,3.7993079584775087,0.5785123966942148,0.762532981530343
Harare Sports Club,0,1,41.77777777777778,1.3333333333333333,3.266403237937256,76.22222222222223,2.111111111111111,4.09165326017335,330.0,13.444444444444445,4.924497231660938,0.373011916634823,0.5949518654475017
Harare Sports Club,1,0,125.75,5.5,6.661664132780949,186.0,6.5,6.717438482570063,146.0,7.0,9.219996334310851,0.4449693180546516,0.4321551591504033
Headingley,0,1,55.0,1.5,4.444523470839261,86.0,2.0,4.685433280170122,428.0,10.5,5.9827562793410225,0.47486566701596467,0.5212076857568662
"Headingley, Leeds",0,0,31.0,2.0,2.565315315315315,51.0,1.0,2.8111111111111113,467.0,17.0,3.0121974522293,0.42985464641515597,0.7771520866072987
Himachal Pradesh Cricket Association Stadium,0,0,52.0,2.0,4.333333333333333,96.0,0.0,5.333333333333333,452.0,18.0,3.0748299319727894,0.5066666666666667,0.711864406779661
Himachal Pradesh Cricket Association Stadium,0,1,48.5,3.0,3.978603603603603,62.5,4.5,3.3850008707767327,318.0,10.5,4.999064822036852,0.5275079543186203,0.6306071756821412
Himachal Pradesh Cricket Association Stadium,1,0,49.4,1.5,6.411467337783128,105.0,1.1,8.81464260202425,63.4,3.2,10.761774193548387,0.5619989018541914,0.4202103077707592
"Himachal Pradesh Cricket Association Stadium, Dharamsala",0,0,32.0,0.0,2.6666666666666665,70.0,0.0,3.888888888888889,334.0,20.0,3.8837209302325584,0.5504587155963303,0.7126436781609196
"Himachal Pradesh Cricket Association Stadium, Dharamsala",0,1,26.0,2.0,2.1666666666666665,96.0,2.0,4.9655172413793105,424.0,16.0,5.971830985915493,0.38095238095238093,0.5211726384364821
"Himachal Pradesh Cricket Association Stadium, Dharamsala",1,0,64.5,3.25,7.469150071123755,120.625,4.625,8.044581624515835,112.625,3.125,12.229912023460411,0.5100766787560044,0.3706678898000653
Holkar Cricket Stadium,0,0,42.0,2.0,3.5,31.0,1.0,1.7222222222222223,634.0,12.0,3.103189308036266,0.4723638539796529,0.7355943282381335
Holkar Cricket Stadium,0,1,54.0,0.6666666666666666,4.3418803418803416,114.0,1.3333333333333333,6.1759259259259265,470.6666666666667,11.333333333333334,6.468874471694778,0.45770635567653706,0.46746757683916235
Holkar Cricket Stadium,1,0,65.36363636363636,1.5454545454545454,7.441935898932048,109.54545454545455,3.909090909090909,7.958874113658802,65.9090909090909,4.0,9.485856432682377,0.505825621120448,0.40657389663600446
"Holkar Cricket Stadium, Indore",0,0,54.0,2.0,4.5,62.0,8.0,3.4444444444444446,102.0,10.0,2.7818181818181817,0.5137614678899083,0.74
"Holkar Cricket Stadium, Indore",0,1,63.333333333333336,2.0,5.09103840682788,147.33333333333334,0.6666666666666666,8.131313131313131,536.6666666666666,12.0,7.4984590844454075,0.5179143344378391,0.41375388013184616
"Holkar Cricket Stadium, Indore",1,0,144.0,3.0,7.783783783783784,318.0,3.0,11.357142857142858,219.0,3.0,12.514285714285716,0.5462555066079295,0.3359375
Indian Petrochemicals Corporation Limited Sports Complex Ground,0,1,60.0,0.0,5.0,126.0,2.0,6.631578947368421,496.0,4.0,6.888888888888889,0.4222873900293255,0.4627831715210356
JSCA International Stadium Complex,0,0,24.0,2.0,2.0,54.0,2.0,3.0,916.0,14.0,4.504918032786885,0.5633802816901409,0.7042857142857143
JSCA International Stadium Complex,0,1,65.0,1.0,5.255334281650072,96.5,1.5,5.132045332257197,345.5,12.5,5.026256324949269,0.432673515292293,0.5552416503585235
JSCA International Stadium Complex,1,0,70.44444444444444,1.2222222222222223,7.208550655919077,88.22222222222223,3.888888888888889,6.9919930297123285,61.888888888888886,3.888888888888889,9.005105776049799,0.44714251669686367,0.39578981375395583
"JSCA International Stadium Complex, Ranchi",0,0,36.0,0.0,2.9189189189189193,98.0,6.0,5.345454545454546,572.0,14.0,3.166051660516605,0.45325779036827196,0.7145110410094637
"JSCA International Stadium Complex, Ranchi",0,1,63.0,2.0,5.195945945945946,116.0,1.0,6.174162679425837,448.0,12.0,6.279249568654858,0.44078662571375565,0.4764079633769829
"JSCA International Stadium Complex, Ranchi",1,0,166.5,4.5,8.948717948717949,196.5,4.5,7.099415204678362,130.5,9.0,8.33467741935484,0.48187759952465836,0.38948387096774195
"Jade Stadium, Christchurch",0,1,22.0,2.0,1.7837837837837838,28.0,2.0,1.4736842105263157,166.0,16.0,2.9820359281437123,0.37037037037037035,0.8084291187739464
Keenan Stadium,0,1,80.0,2.0,6.153846153846153,72.0,6.0,3.6610169491525424,294.0,12.0,4.366336633663366,0.4304932735426009,0.6333333333333333
Kennington Oval,0,0,28.666666666666668,1.3333333333333333,2.388888888888889,48.0,0.6666666666666666,2.6666666666666665,637.3333333333334,15.333333333333334,3.0705184357622883,0.44506539442628973,0.7545374144168893
Kennington Oval,0,1,51.75,1.25,4.061787602600959,95.5,0.75,5.155073420227685,425.75,11.0,6.003600071226653,0.4422196681974564,0.5310538101132973
"Kennington Oval, London",0,0,33.333333333333336,1.3333333333333333,2.7582582582582584,49.333333333333336,1.3333333333333333,2.6920077972709553,506.6666666666667,17.333333333333332,3.5271557843536656,0.531905264254643,0.7730061632500657
"Kennington Oval, London",0,1,44.0,8.0,3.473684210526316,74.0,6.0,4.036363636363636,102.0,6.0,4.935483870967742,0.6181818181818182,0.7225806451612903
"Kensington Oval, Bridgetown",1,0,126.0,0.0,6.93018018018018,262.5,4.5,9.638383838383838,141.0,12.0,9.096774193548388,0.47581682531515307,0.3809379829335483
"Kensington Oval, Bridgetown, Barbados",0,1,51.0,1.0,4.135135135135135,114.0,2.0,5.793103448275862,130.0,17.0,3.6431962025316458,0.4555587864689348,0.6289900504293308
"Kensington Oval, Bridgetown, Barbados",1,0,135.0,9.0,7.5,219.0,3.0,7.551724137931034,174.0,9.0,10.545454545454545,0.45454545454545453,0.3228346456692913
Khan Shaheb Osman Ali Stadium,0,1,42.0,1.0,3.4999999999999996,80.0,2.0,4.359126984126984,421.0,13.0,5.819317023445464,0.35304659498207885,0.4980919249420198
Kingsmead,0,0,39.333333333333336,0.6666666666666666,3.239766081871345,46.0,3.3333333333333335,2.5095478595478595,492.6666666666667,16.0,3.2561498105508595,0.5395842461418626,0.765592984753669
Kingsmead,0,1,59.5,1.0,4.751308494729548,97.0,2.5,5.33030303030303,386.5,12.0,5.509222661113366,0.37868525477811027,0.4716809970470731
Kingsmead,1,0,59.44444444444444,1.8333333333333333,7.517124180282075,91.94444444444444,2.888888888888889,6.926015629504663,68.44444444444444,3.5555555555555554,9.014617406102225,0.4746107532155601,0.4137163868242249
"Kingsmead, Durban",0,1,55.0,0.0,4.247368421052631,92.0,1.0,4.795668549905838,373.0,12.0,5.236046511627907,0.37155555555555553,0.5498915969291034
"Kingsmead, Durban",1,0,168.0,3.0,9.333333333333334,333.0,6.0,11.100000000000001,105.0,15.0,6.5625,0.594059405940594,0.4140625
Kinrara Academy Oval,0,1,64.66666666666667,1.3333333333333333,4.738497275082641,71.33333333333333,3.3333333333333335,3.727549806720191,320.0,12.0,4.894709863224517,0.409852458472116,0.625414509307148
"Kotambi Stadium, Vadodara",0,1,48.0,0.0,3.891891891891892,104.0,0.0,5.672727272727273,448.0,16.0,6.251162790697674,0.41333333333333333,0.42996742671009774
"Lal Bahadur Shastri Stadium, Hyderabad, Deccan",0,1,50.0,0.0,3.75,138.0,0.0,7.527272727272727,518.0,10.0,7.330188679245282,0.4985835694050991,0.41042345276872966
Lord's,0,0,24.666666666666668,1.3333333333333333,2.040540540540541,39.333333333333336,2.0,2.1723905723905723,520.0,15.333333333333334,3.602159190826333,0.5133711317904273,0.7575504970893636
Lord's,0,1,50.0,0.0,4.031746031746032,77.33333333333333,5.333333333333333,4.252645502645502,348.0,12.666666666666666,4.969487244059581,0.3321486697445777,0.5421271719470809
Lord's,1,0,120.0,6.0,6.401137980085348,175.5,4.5,6.381818181818182,163.5,10.5,10.095825426944971,0.4183006535947712,0.4159626216077829
"Lord's, London",0,0,22.0,0.0,1.8333333333333335,60.0,2.0,3.304040404040404,669.0,18.0,3.214864668719108,0.42067751370076956,0.7266839227208599
"Lord's, London",0,1,73.0,0.0,5.837837837837838,89.0,3.0,4.841269841269842,355.0,14.0,5.035723866583206,0.35748357483574833,0.5215982253963101
M Chinnaswamy Stadium,0,0,35.333333333333336,1.3333333333333333,2.944444444444444,59.333333333333336,0.0,3.2962962962962963,593.3333333333334,18.666666666666668,3.4197794132936363,0.4991130507723618,0.7347159120355174
M Chinnaswamy Stadium,0,1,67.0,1.0,5.264102564102564,98.0,2.0,5.265584415584415,370.5,10.5,7.388351883349571,0.4904989705129759,0.5221564950090766
M Chinnaswamy Stadium,1,0,48.06153846153846,1.323076923076923,7.01401980890872,79.87692307692308,2.1538461538461537,8.175271757079887,54.03076923076923,3.3384615384615386,9.589896750818879,0.5083249981291948,0.41102568909878145
"M Chinnaswamy Stadium, Bengaluru",0,0,32.0,1.0,2.614864864864865,37.0,4.0,2.0277777777777777,229.0,15.0,3.020277967646389,0.4437543133195307,0.795349553433939
"M Chinnaswamy Stadium, Bengaluru",0,1,106.0,0.0,8.594594594594595,132.0,2.0,7.199999999999999,582.0,6.0,7.864864864864865,0.5170731707317073,0.3885350318471338
"M Chinnaswamy Stadium, Bengaluru",1,0,56.15,1.5,8.439219280008754,87.75,2.85,8.70650768198202,59.7,2.75,10.025515092555002,0.5314709436190189,0.38198287656748176
M.Chinnaswamy Stadium,0,1,64.0,1.0,4.795593635250918,114.0,1.0,6.107142857142857,442.0,12.0,6.188990825688073,0.4173610820317407,0.4863393079412497
M.Chinnaswamy Stadium,1,0,61.6875,1.25,7.779566965751176,87.375,3.5625,8.06112463924964,70.875,3.1875,10.816735180142437,0.5042791765788501,0.3836172345907199
MA Aziz Stadium,0,1,40.0,2.0,3.2432432432432434,66.0,4.0,3.473684210526316,384.0,10.0,5.308755760368664,0.40816326530612246,0.5852090032154341
MA Chidambaram Stadium,0,0,26.0,1.0,2.144144144144144,71.0,0.0,3.917171717171717,810.0,19.0,3.180739955679738,0.492390698457105,0.7352151462994836
MA Chidambaram Stadium,1,0,40.77777777777778,1.8888888888888888,6.601522575206785,59.55555555555556,2.3333333333333335,6.474009940676607,50.22222222222222,1.1111111111111112,9.573266966008902,0.4602548690525563,0.4318468484046769
"MA Chidambaram Stadium, Chepauk",0,0,31.333333333333332,0.6666666666666666,2.6006006006006004,53.333333333333336,1.3333333333333333,2.9629629629629632,697.3333333333334,18.0,2.766638485978534,0.3660260036286082,0.7349545945742127
"MA Chidambaram Stadium, Chepauk",0,1,53.25,3.75,4.333593208593209,98.5,1.5,5.249422324751272,348.25,11.25,5.140927139542099,0.3750820341287583,0.5214106228630757
"MA Chidambaram Stadium, Chepauk",1,0,50.10204081632653,1.3061224489795917,7.449037451282855,76.79591836734694,1.9795918367346939,7.628889711267119,54.265306122448976,2.4693877551020407,9.49705028032044,0.4637186453683604,0.3829052974968065
"MA Chidambaram Stadium, Chepauk, Chennai",0,0,28.0,2.0,2.3333333333333335,86.0,4.0,4.690909090909091,638.0,14.0,4.142857142857142,0.5,0.6980108499095841
"MA Chidambaram Stadium, Chepauk, Chennai",0,1,57.0,1.0,4.75,102.0,3.0,5.666666666666667,309.0,16.0,4.413393824485374,0.4039528497506118,0.5738199658892065
